CLid,indegree,l_pagerank,age
1087659,0,-7.93835477097,13
1087736,0,-7.93835477097,21
1087764,1,-6.04123478609,6
1087976,0,-7.93835477097,30
1101065,0,-7.93835477097,32
1101108,0,-7.93835477097,32
1101120,1,-6.04123478609,32
1101123,1,-6.87492699442,32
1101126,0,-7.93835477097,32
1101162,1,-7.13594081979,32
1101164,0,-7.93835477097,32
1119427,1,-6.04123478609,40
1119486,1,-6.04123478609,40
1143192,1,-6.30224861146,40
1299599,0,-7.93835477097,58
1299604,0,-7.93835477097,54
1299616,0,-7.93835477097,57
1299622,0,-7.93835477097,54
1299628,0,-7.93835477097,58
1299643,0,-7.93835477097,58
1300133,0,-7.93835477097,54
1300139,0,-7.93835477097,52
1300161,1,-6.04123478609,57
1300165,0,-7.93835477097,57
1303430,1,-6.04123478609,57
1303451,0,-7.93835477097,55
1303460,1,-6.04123478609,56
1303466,0,-7.93835477097,55
1303472,0,-7.93835477097,59
1303477,0,-7.93835477097,55
1303496,1,-6.04123478609,58
1303501,0,-7.93835477097,57
1303508,0,-7.93835477097,60
1303513,0,-7.93835477097,59
1303519,0,-7.93835477097,65
1303525,0,-7.93835477097,55
1303532,0,-7.93835477097,55
1303537,0,-7.93835477097,57
1303592,0,-7.93835477097,58
1303599,0,-7.93835477097,55
1303605,0,-7.93835477097,54
1303625,0,-7.93835477097,53
1303682,0,-7.93835477097,59
1303689,0,-7.93835477097,55
1303693,0,-7.93835477097,53
1303706,0,-7.93835477097,60
1303711,0,-7.93835477097,68
1303716,0,-7.93835477097,57
1303722,0,-7.93835477097,57
1303728,0,-7.93835477097,60
1304342,0,-7.93835477097,68
1304346,0,-7.93835477097,58
1304349,1,-6.04123478609,58
1306761,1,-6.04123478609,57
1318977,1,-7.13594081979,3
1327335,0,-7.93835477097,14
1327338,0,-7.93835477097,14
1370564,0,-7.93835477097,0
1383887,1,-6.04123478609,4
1390946,1,-7.13594081979,36
1394575,0,-7.93835477097,36
1394601,0,-7.93835477097,36
1394610,1,-6.04123478609,36
1611707,1,-6.04123478609,18
1614072,1,-6.04123478609,18
1615134,1,-6.04123478609,18
1619945,0,-7.93835477097,18
1655414,2,-7.21443593175,34
1691871,0,-7.93835477097,26
2011405,1,-6.04123478609,5
2012204,1,-6.04123478609,5
2012233,1,-6.04123478609,5
2095284,0,-7.93835477097,54
2096950,0,-7.93835477097,54
2098227,0,-7.93835477097,54
2158753,0,-7.93835477097,52
2160646,0,-7.93835477097,56
2213364,0,-7.93835477097,51
2215103,0,-7.93835477097,54
2216108,0,-7.93835477097,55
2217721,0,-7.93835477097,52
2218550,0,-7.93835477097,54
2219105,0,-7.93835477097,54
2219671,0,-7.93835477097,52
2220154,0,-7.93835477097,54
2220732,0,-7.93835477097,54
2223136,0,-7.93835477097,51
2224213,0,-7.93835477097,54
2224796,0,-7.93835477097,52
2225264,0,-7.93835477097,51
2225895,0,-7.93835477097,53
2228460,0,-7.93835477097,52
2229179,0,-7.93835477097,55
2229888,0,-7.93835477097,53
2230740,0,-7.93835477097,55
2232416,0,-7.93835477097,51
2273280,0,-7.93835477097,54
2346358,0,-7.93835477097,53
2347065,0,-7.93835477097,54
2351149,0,-7.93835477097,54
2381610,0,-7.93835477097,64
2381613,0,-7.93835477097,61
2381617,0,-7.93835477097,62
2381620,0,-7.93835477097,66
2381633,0,-7.93835477097,68
2381641,0,-7.93835477097,63
2381644,0,-7.93835477097,62
2381647,1,-6.04123478609,82
2381650,0,-7.93835477097,62
2381653,0,-7.93835477097,62
2381656,0,-7.93835477097,62
2381659,0,-7.93835477097,61
2381663,0,-7.93835477097,61
2381666,0,-7.93835477097,65
2381670,0,-7.93835477097,62
2381683,0,-7.93835477097,62
2381708,0,-7.93835477097,64
2381711,0,-7.93835477097,63
2381714,0,-7.93835477097,68
2381715,0,-7.93835477097,62
2381718,0,-7.93835477097,68
2381723,0,-7.93835477097,65
2381728,1,-6.04123478609,82
2381730,0,-7.93835477097,65
2381736,0,-7.93835477097,61
2381741,0,-7.93835477097,62
2381743,0,-7.93835477097,66
2381750,0,-7.93835477097,62
2381753,0,-7.93835477097,77
2381756,0,-7.93835477097,63
2381757,0,-7.93835477097,65
2381760,0,-7.93835477097,62
2381762,0,-7.93835477097,69
2381764,0,-7.93835477097,66
2381770,0,-7.93835477097,61
2381772,0,-7.93835477097,61
2381775,0,-7.93835477097,62
2381777,0,-7.93835477097,65
2381780,0,-7.93835477097,62
2381785,0,-7.93835477097,74
2381788,0,-7.93835477097,86
2381791,0,-7.93835477097,62
2381794,0,-7.93835477097,70
2381795,0,-7.93835477097,64
2381800,0,-7.93835477097,62
2381802,0,-7.93835477097,62
2381805,0,-7.93835477097,65
2381807,0,-7.93835477097,72
2381810,0,-7.93835477097,61
2381816,0,-7.93835477097,65
2381817,0,-7.93835477097,72
2381820,0,-7.93835477097,62
2419163,1,-6.04123478609,42
2429567,1,-6.04123478609,44
2429586,1,-6.04123478609,44
2432524,1,-6.04123478609,44
2490086,1,-7.13594081979,37
2490089,1,-6.04123478609,38
2490153,1,-6.04123478609,38
2490201,1,-6.04123478609,38
2490321,1,-7.13594081979,38
2490480,1,-6.04123478609,38
2518125,0,-7.93835477097,11
2518368,1,-7.13594081979,35
2527082,2,-6.87492699442,33
2620706,1,-7.58418295725,23
2620728,1,-7.13594081979,0
2620762,0,-7.93835477097,17
2620768,0,-7.93835477097,47
2620769,0,-7.93835477097,47
2620770,1,-7.32316913188,47
2620812,1,-6.04123478609,21
2620813,0,-7.93835477097,21
2620814,1,-6.04123478609,46
2620815,1,-6.04123478609,45
2620816,1,-6.04123478609,45
2620817,1,-6.04123478609,46
2620818,0,-7.93835477097,59
2620819,0,-7.93835477097,45
2620820,0,-7.93835477097,45
2620821,0,-7.93835477097,47
2620822,0,-7.93835477097,48
2620823,0,-7.93835477097,48
2620824,0,-7.93835477097,50
2620825,0,-7.93835477097,50
2620826,0,-7.93835477097,56
2620828,0,-7.93835477097,50
2620829,0,-7.93835477097,50
2620830,0,-7.93835477097,49
2620831,0,-7.93835477097,53
2620833,0,-7.93835477097,58
2620834,0,-7.93835477097,50
2620835,0,-7.93835477097,57
2620836,0,-7.93835477097,47
2620837,0,-7.93835477097,44
2620838,0,-7.93835477097,44
2620839,0,-7.93835477097,44
2620840,0,-7.93835477097,57
2620841,0,-7.93835477097,44
2620842,1,-6.04123478609,57
2620843,0,-7.93835477097,50
2620844,0,-7.93835477097,55
2620845,0,-7.93835477097,50
2620846,0,-7.93835477097,44
2620847,0,-7.93835477097,50
2620848,0,-7.93835477097,51
2620849,0,-7.93835477097,47
2620850,0,-7.93835477097,48
2620851,1,-6.04123478609,49
2620852,0,-7.93835477097,50
2620853,0,-7.93835477097,44
2620854,0,-7.93835477097,50
2620856,0,-7.93835477097,47
2620857,0,-7.93835477097,54
2620858,0,-7.93835477097,47
2620859,0,-7.93835477097,58
2620860,0,-7.93835477097,44
2620861,1,-6.04123478609,56
2620862,0,-7.93835477097,48
2620863,0,-7.93835477097,50
2620864,0,-7.93835477097,54
2620865,0,-7.93835477097,48
2620866,0,-7.93835477097,46
2620867,0,-7.93835477097,44
2620868,0,-7.93835477097,50
2620869,0,-7.93835477097,59
2620870,0,-7.93835477097,47
2620871,0,-7.93835477097,44
2620942,1,-7.32316913188,9
2620972,1,-6.04123478609,41
2620973,1,-6.04123478609,41
2620974,1,-6.04123478609,41
2620975,1,-6.04123478609,41
2621080,0,-7.93835477097,12
810012,0,-7.93835477097,90
84581,1,-7.32316913188,96
84582,0,-7.93835477097,91
84583,0,-7.93835477097,90
84585,0,-7.93835477097,87
84586,1,-7.32316913188,86
84587,0,-7.93835477097,86
84589,0,-7.93835477097,82
84590,0,-7.93835477097,77
84591,0,-7.93835477097,77
84593,0,-7.93835477097,72
84595,1,-7.32316913188,70
84596,0,-7.93835477097,70
84597,0,-7.93835477097,69
84598,1,-7.32316913188,68
84599,0,-7.93835477097,67
84600,0,-7.93835477097,67
84601,0,-7.93835477097,69
84602,0,-7.93835477097,66
84604,0,-7.93835477097,66
84605,0,-7.93835477097,66
84606,0,-7.93835477097,65
84607,0,-7.93835477097,65
84608,0,-7.93835477097,65
84609,0,-7.93835477097,65
84610,0,-7.93835477097,64
84611,0,-7.93835477097,64
84612,0,-7.93835477097,64
84613,0,-7.93835477097,64
84614,0,-7.93835477097,63
84615,0,-7.93835477097,63
84618,0,-7.93835477097,62
84619,0,-7.93835477097,62
84620,1,-7.32316913188,62
84621,0,-7.93835477097,62
84623,0,-7.93835477097,62
84624,0,-7.93835477097,62
84625,0,-7.93835477097,61
84626,0,-7.93835477097,61
84627,0,-7.93835477097,61
84628,0,-7.93835477097,61
84629,0,-7.93835477097,61
84630,0,-7.93835477097,69
84631,0,-7.93835477097,69
84632,0,-7.93835477097,68
84633,0,-7.93835477097,62
84635,0,-7.93835477097,60
84636,0,-7.93835477097,60
84637,0,-7.93835477097,60
84638,0,-7.93835477097,60
84639,0,-7.93835477097,60
84640,0,-7.93835477097,60
84641,0,-7.93835477097,60
84643,0,-7.93835477097,84
84644,0,-7.93835477097,69
84645,0,-7.93835477097,69
84646,0,-7.93835477097,65
84647,0,-7.93835477097,64
84648,0,-7.93835477097,63
84649,0,-7.93835477097,62
84650,0,-7.93835477097,61
84651,0,-7.93835477097,60
84652,0,-7.93835477097,59
84654,0,-7.93835477097,58
84655,0,-7.93835477097,58
84656,0,-7.93835477097,58
84657,0,-7.93835477097,58
84658,0,-7.93835477097,57
84659,0,-7.93835477097,57
84660,0,-7.93835477097,56
84661,0,-7.93835477097,55
84662,0,-7.93835477097,55
84663,0,-7.93835477097,55
84664,0,-7.93835477097,54
84665,0,-7.93835477097,54
84666,0,-7.93835477097,54
84667,0,-7.93835477097,53
84668,0,-7.93835477097,53
84669,0,-7.93835477097,58
84670,0,-7.93835477097,59
84671,1,-6.04123478609,56
84672,0,-7.93835477097,54
84673,0,-7.93835477097,54
84674,0,-7.93835477097,53
84675,0,-7.93835477097,53
84676,0,-7.93835477097,52
84677,0,-7.93835477097,60
84678,0,-7.93835477097,59
84679,0,-7.93835477097,58
84680,0,-7.93835477097,58
84682,0,-7.93835477097,57
84683,0,-7.93835477097,56
84684,0,-7.93835477097,55
84685,0,-7.93835477097,55
84686,0,-7.93835477097,54
84688,0,-7.93835477097,54
84690,0,-7.93835477097,53
84691,0,-7.93835477097,53
84692,0,-7.93835477097,53
84693,0,-7.93835477097,53
84694,0,-7.93835477097,52
84695,0,-7.93835477097,52
84696,0,-7.93835477097,51
84697,1,-7.32316913188,51
84699,0,-7.93835477097,52
84700,0,-7.93835477097,52
84701,0,-7.93835477097,51
84702,0,-7.93835477097,51
84703,0,-7.93835477097,51
84704,0,-7.93835477097,51
84705,0,-7.93835477097,51
84707,0,-7.93835477097,51
84708,0,-7.93835477097,50
84710,0,-7.93835477097,50
84713,0,-7.93835477097,46
84715,1,-6.04123478609,56
84716,0,-7.93835477097,55
84717,0,-7.93835477097,52
84718,0,-7.93835477097,51
84719,0,-7.93835477097,51
84721,0,-7.93835477097,50
84722,0,-7.93835477097,50
84723,0,-7.93835477097,50
84724,0,-7.93835477097,50
84725,0,-7.93835477097,49
84726,0,-7.93835477097,49
84727,0,-7.93835477097,48
84728,0,-7.93835477097,58
84729,0,-7.93835477097,48
84731,0,-7.93835477097,47
84732,0,-7.93835477097,47
84733,0,-7.93835477097,46
84734,0,-7.93835477097,46
84735,0,-7.93835477097,46
84737,0,-7.93835477097,45
84739,0,-7.93835477097,50
84740,0,-7.93835477097,50
84741,1,-6.04123478609,49
84742,0,-7.93835477097,49
84743,0,-7.93835477097,48
84744,0,-7.93835477097,47
84745,0,-7.93835477097,46
84746,0,-7.93835477097,46
84747,0,-7.93835477097,46
84750,0,-7.93835477097,44
84751,0,-7.93835477097,44
84752,0,-7.93835477097,44
84753,0,-7.93835477097,44
84754,0,-7.93835477097,49
84756,0,-7.93835477097,49
84757,0,-7.93835477097,49
84758,0,-7.93835477097,49
84759,0,-7.93835477097,47
84760,0,-7.93835477097,47
84761,0,-7.93835477097,47
84762,0,-7.93835477097,47
84763,0,-7.93835477097,47
84764,0,-7.93835477097,47
84765,0,-7.93835477097,47
84766,0,-7.93835477097,47
84767,0,-7.93835477097,47
84768,0,-7.93835477097,47
84769,0,-7.93835477097,47
84770,0,-7.93835477097,47
84771,0,-7.93835477097,47
84772,0,-7.93835477097,47
84773,0,-7.93835477097,47
84774,0,-7.93835477097,47
84775,0,-7.93835477097,47
84778,0,-7.93835477097,46
84779,0,-7.93835477097,46
84780,0,-7.93835477097,46
84781,0,-7.93835477097,46
84782,0,-7.93835477097,46
84783,0,-7.93835477097,46
84784,0,-7.93835477097,46
84786,0,-7.93835477097,46
84788,0,-7.93835477097,45
84789,0,-7.93835477097,45
84791,0,-7.93835477097,45
84792,0,-7.93835477097,45
84793,0,-7.93835477097,45
84794,0,-7.93835477097,45
84795,0,-7.93835477097,45
84796,0,-7.93835477097,45
84797,0,-7.93835477097,45
84799,0,-7.93835477097,45
84801,0,-7.93835477097,45
84802,1,-7.32316913188,45
84803,0,-7.93835477097,45
84804,0,-7.93835477097,45
84805,0,-7.93835477097,45
84806,0,-7.93835477097,45
84808,0,-7.93835477097,45
84809,1,-7.32316913188,44
84810,0,-7.93835477097,44
84811,1,-6.04123478609,44
84812,0,-7.93835477097,44
84813,0,-7.93835477097,44
84815,0,-7.93835477097,44
84816,0,-7.93835477097,44
84817,0,-7.93835477097,44
84818,0,-7.93835477097,44
84819,0,-7.93835477097,44
84821,0,-7.93835477097,44
84823,0,-7.93835477097,44
84824,0,-7.93835477097,44
84825,0,-7.93835477097,44
84826,0,-7.93835477097,44
84828,0,-7.93835477097,44
84829,0,-7.93835477097,44
84830,0,-7.93835477097,44
84831,0,-7.93835477097,44
84832,0,-7.93835477097,44
84833,0,-7.93835477097,44
84834,0,-7.93835477097,43
84837,0,-7.93835477097,43
84838,0,-7.93835477097,43
84839,0,-7.93835477097,43
84841,0,-7.93835477097,43
84842,0,-7.93835477097,43
84843,0,-7.93835477097,43
84844,0,-7.93835477097,43
84845,0,-7.93835477097,43
84846,1,-7.32316913188,43
84847,0,-7.93835477097,43
84848,0,-7.93835477097,43
84849,0,-7.93835477097,43
84851,0,-7.93835477097,43
84852,0,-7.93835477097,43
84853,0,-7.93835477097,42
84854,0,-7.93835477097,42
84855,0,-7.93835477097,42
84856,0,-7.93835477097,42
84858,0,-7.93835477097,42
84859,0,-7.93835477097,42
84860,0,-7.93835477097,42
84862,0,-7.93835477097,42
84863,0,-7.93835477097,42
84865,0,-7.93835477097,42
84866,0,-7.93835477097,42
84867,0,-7.93835477097,42
84868,0,-7.93835477097,42
84869,0,-7.93835477097,42
84870,0,-7.93835477097,42
84872,0,-7.93835477097,42
84873,1,-6.04123478609,42
84874,0,-7.93835477097,42
84875,0,-7.93835477097,42
84876,0,-7.93835477097,42
84877,1,-7.32316913188,42
84878,0,-7.93835477097,42
84879,0,-7.93835477097,42
84880,0,-7.93835477097,42
84881,0,-7.93835477097,42
84882,1,-7.32316913188,42
84884,1,-6.04123478609,41
84885,0,-7.93835477097,41
84886,0,-7.93835477097,41
84887,0,-7.93835477097,41
84888,0,-7.93835477097,41
84889,0,-7.93835477097,41
84891,0,-7.93835477097,41
84892,0,-7.93835477097,41
84893,0,-7.93835477097,41
84894,0,-7.93835477097,41
84895,0,-7.93835477097,41
84896,0,-7.93835477097,41
84898,0,-7.93835477097,41
84901,0,-7.93835477097,41
84903,0,-7.93835477097,41
84904,0,-7.93835477097,41
84906,1,-6.04123478609,41
84907,1,-6.04123478609,41
84908,0,-7.93835477097,41
84909,1,-7.32316913188,41
84910,0,-7.93835477097,41
84911,1,-6.04123478609,41
84912,0,-7.93835477097,41
84913,0,-7.93835477097,41
84914,0,-7.93835477097,41
84915,0,-7.93835477097,41
84916,0,-7.93835477097,41
84917,1,-6.04123478609,41
84918,1,-6.04123478609,41
84919,0,-7.93835477097,41
84920,0,-7.93835477097,41
84921,0,-7.93835477097,41
84922,1,-6.04123478609,41
84923,1,-6.04123478609,41
84924,0,-7.93835477097,41
84925,0,-7.93835477097,41
84926,0,-7.93835477097,40
84928,0,-7.93835477097,40
84929,1,-7.32316913188,40
84930,0,-7.93835477097,40
84932,0,-7.93835477097,40
84933,0,-7.93835477097,40
84934,0,-7.93835477097,40
84935,0,-7.93835477097,40
84937,0,-7.93835477097,40
84938,0,-7.93835477097,40
84939,0,-7.93835477097,40
84940,0,-7.93835477097,40
84941,0,-7.93835477097,40
84942,1,-6.04123478609,40
84943,1,-6.04123478609,40
84945,0,-7.93835477097,40
84946,0,-7.93835477097,40
84947,0,-7.93835477097,40
84948,0,-7.93835477097,40
84950,0,-7.93835477097,40
84952,2,-5.66316865217,40
84953,1,-6.30224861146,40
84954,0,-7.93835477097,40
84955,0,-7.93835477097,40
84956,0,-7.93835477097,40
84958,0,-7.93835477097,40
84959,0,-7.93835477097,40
84960,1,-6.04123478609,40
84961,1,-6.04123478609,40
84962,0,-7.93835477097,40
84963,0,-7.93835477097,40
84964,0,-7.93835477097,38
84965,0,-7.93835477097,38
84966,0,-7.93835477097,38
84967,0,-7.93835477097,38
84968,0,-7.93835477097,38
84971,0,-7.93835477097,38
84972,0,-7.93835477097,38
84973,1,-6.87492699442,38
84974,1,-7.13594081979,38
84975,1,-6.04123478609,38
84976,1,-6.04123478609,38
84977,0,-7.93835477097,38
84978,0,-7.93835477097,38
84980,0,-7.93835477097,38
84981,0,-7.93835477097,38
84982,0,-7.93835477097,38
84983,0,-7.93835477097,38
84984,0,-7.93835477097,38
84986,0,-7.93835477097,38
84988,0,-7.93835477097,38
84989,1,-7.32316913188,38
84990,0,-7.93835477097,38
84991,0,-7.93835477097,38
84992,0,-7.93835477097,38
84993,0,-7.93835477097,38
84994,0,-7.93835477097,38
84995,0,-7.93835477097,38
84996,0,-7.93835477097,38
84997,0,-7.93835477097,38
84998,0,-7.93835477097,38
84999,0,-7.93835477097,38
85000,0,-7.93835477097,37
85001,1,-7.32316913188,37
85002,0,-7.93835477097,37
85003,0,-7.93835477097,37
85004,0,-7.93835477097,37
85005,0,-7.93835477097,37
85006,0,-7.93835477097,37
85007,0,-7.93835477097,37
85008,1,-6.04123478609,37
85009,1,-6.04123478609,37
85010,1,-6.04123478609,37
85011,1,-6.04123478609,37
85012,0,-7.93835477097,37
85013,0,-7.93835477097,37
85014,0,-7.93835477097,37
85016,0,-7.93835477097,37
85017,0,-7.93835477097,37
85018,0,-7.93835477097,37
85019,0,-7.93835477097,37
85020,0,-7.93835477097,37
85021,0,-7.93835477097,37
85022,0,-7.93835477097,37
85023,0,-7.93835477097,37
85024,0,-7.93835477097,37
85025,1,-6.87492699442,37
85026,1,-7.13594081979,37
85028,0,-7.93835477097,37
85030,0,-7.93835477097,37
85031,0,-7.93835477097,37
85033,0,-7.93835477097,37
85035,0,-7.93835477097,37
85036,0,-7.93835477097,37
85038,0,-7.93835477097,37
85039,0,-7.93835477097,37
85040,1,-6.04123478609,37
85041,1,-6.04123478609,37
85042,0,-7.93835477097,37
85043,0,-7.93835477097,37
85044,0,-7.93835477097,37
85047,0,-7.93835477097,36
85048,0,-7.93835477097,36
85049,0,-7.93835477097,36
85050,0,-7.93835477097,36
85051,0,-7.93835477097,36
85052,0,-7.93835477097,36
85053,0,-7.93835477097,36
85054,0,-7.93835477097,36
85055,1,-7.32316913188,36
85056,0,-7.93835477097,36
85057,1,-7.13594081979,36
85058,1,-6.87492699442,36
85059,0,-7.93835477097,36
85060,0,-7.93835477097,36
85061,0,-7.93835477097,36
85062,0,-7.93835477097,36
85063,0,-7.93835477097,36
85066,0,-7.93835477097,36
85067,0,-7.93835477097,36
85069,0,-7.93835477097,36
85072,1,-6.04123478609,36
85073,0,-7.93835477097,36
85074,0,-7.93835477097,36
85075,0,-7.93835477097,36
85076,0,-7.93835477097,36
85077,0,-7.93835477097,36
85078,0,-7.93835477097,36
85079,0,-7.93835477097,36
85080,0,-7.93835477097,36
85081,0,-7.93835477097,36
85083,0,-7.93835477097,36
85084,0,-7.93835477097,36
85086,0,-7.93835477097,36
85087,0,-7.93835477097,36
85088,0,-7.93835477097,36
